review_date,hotel_name,review
6/6/2017,Park Plaza County Hall London, Excellent staff who are wonderful with children light spacious rooms with good facilities Excellent central location easy walking distance of many sights two tube stations river boats and tourist buses multiple eating options Westminster Southbank and London Eye all nearby From reservations and reception to housekeeping and room service the staff couldn t have been more helpful or accommodating This is a really good hotel and great for family visits Ours was a special family visit with grandparents parents and four grandchildren two children visiting for the first time and as a birthday treat The reservation and reception teams thanks to Courtney Michaela and I think Sara apologies for any incorrect spelling helped organise rooms with a wonderful view and facilities which made the visit very special for the grandchildren and grown ups The children also enjoyed the glass lift Reception staff were absolutely wonderful Alba was so welcoming and made an instant friend when she gave our grandson a lollipop on arrival and arranged birthday balloons and chocolate cake in the room Being able to arrange breakfast in the room made for a more relaxed start to the day and room service and housekeeping were so efficient and responsive managing to get our breakfast to us when we wanted it even when we forgot to put down the time for one of the rooms making the quietest meal delivery for the babysitters when the children were asleep and restoring order to our chaotic rooms while we were out This is the second time we have stayed at Park Plaza County Hall and given the high quality of the rooms and the excellent customer service we intend to return 
6/5/2017,Park Plaza County Hall London, The room was a bit tired and the tea coffee facilities weren t replenished I had to ring up and ask It was delt with quickly upon the phone call
6/5/2017,Park Plaza County Hall London, Loved the view and the space
6/4/2017,Park Plaza County Hall London, Excellent location Very close to the London Eye and the Waterloo train station Unfortunately this 14 floor hotel has 3 very slow elevators Once it took me 10 minutes to reach my room at the 13th floor from the reception With the price they are charging it is simply ridiculous to have such an experience
6/4/2017,Park Plaza County Hall London, House Keeping should be able to speak and understand english as when i asked for something we coudn t communicate
6/4/2017,Park Plaza County Hall London, The bed was very comfortable and was offered an upgrade with an awesome view of the London Eye with an early check in
6/2/2017,Park Plaza County Hall London, Bed a little hard and noise from the lift outside 
6/2/2017,Park Plaza County Hall London, Rooms were great with lots of space to put clothes away and good cupboard in bathroom Good coffee facilities and fridge to put own drink 
6/2/2017,Park Plaza County Hall London, Couldn t open the windows to the room to let in fresh air and the pillows were too thin which made the sleep difficult
6/2/2017,Park Plaza County Hall London, Staff were great and went the extra mile
6/2/2017,Park Plaza County Hall London, Receptionist attitude on checking in to be told they didn t have 2 rooms next to each other even though an email had been sent requesting this and a reply received back says no this had been noted and was no problems 
6/2/2017,Park Plaza County Hall London, Staff in the bar at lunchtime were lovely and the food was very good
6/2/2017,Park Plaza County Hall London, I had to make an emergency phone call to Australia and my phone wasn t charging I asked staff they said of course I didn t think to ask of cost They charged me 100 pound for a 10 minute call disgusting 
6/2/2017,Park Plaza County Hall London, On the whole it was excellent
6/2/2017,Park Plaza County Hall London, N a
6/2/2017,Park Plaza County Hall London, The staff so so friendly and accomodating They went above and beyond to find room in the freezer for medications and the concierge helped us on a daily basis 
6/1/2017,Park Plaza County Hall London, All the staff were really friendly and helpful Our family room was very spacious and comfortable with a great view Breakfast was delicious with a good choice Absolutely fabulous location for exploring London 
6/1/2017,Park Plaza County Hall London, Breakfast was disorganised and needed more than one chef Queued for a table and breakfast staff seemed stressed and not that helpful No toilet brush in bathroom which could prove unpleasant with people sharing especially children 
6/1/2017,Park Plaza County Hall London, Room size was good and kitchen facilities were a great addition for drinks etc Great view over London towards the shard and steps from the attractions on the embankment 
6/1/2017,Park Plaza County Hall London, Location was perfect short walk from Westminster Great small restaurants and grocery shops nearby This place was a lifesaver after a dodgy previous hotel and they gave us a free upgrade 
5/31/2017,Park Plaza County Hall London, Bed was hard and squishy room 620 Tutorial for shower and lights would be helpful 
5/31/2017,Park Plaza County Hall London, Helpful staff and dining staff Clean and neat Nice breakfast Where was the real butter 
5/31/2017,Park Plaza County Hall London, The hotel was clean and presented very well but the bar area looked like it needed some updating the chairs and carpets were worn 
5/31/2017,Park Plaza County Hall London, Had a great time in London we were really close to transport if u want a boat trip on the Thames or an open bus trip The underground and train station are close too We did a lot of sightseeing on foot walking to see the sights and even enjoy the parks and open spaces The weather was glorious for our stay so having a walk in a shady tree lined area was good during the hottest part of the day After each busy day we didn t have far to go back to the hotel to get changed and ready for the evening Hopefully will visit again soon 
5/30/2017,Park Plaza County Hall London, as above breakfast was expensive an food quality was poor you get better food at school 
5/30/2017,Park Plaza County Hall London, room had no window it is noisy with staff talking outside the door I feel ripped off
5/30/2017,Park Plaza County Hall London, Everything was great I thought we staying across the road which had a pool this one dident
5/30/2017,Park Plaza County Hall London, Great hotel would stay again the only odd thing was was seats in the bar area were really old tatty and uncomftable which was really odd as everything else was great 
5/30/2017,Park Plaza County Hall London, Service in bar a little slow but that s just looking for a negative really 
5/30/2017,Park Plaza County Hall London, On arrival room wasn t ready so they swapped our room and gave all 4 of us a complimentary drink Excellent location to explore London Parking was not with hotel but around corner 20 for 24 hours looks rough but perfectly good service 
5/29/2017,Park Plaza County Hall London, L italiano restaurant was pretty poor which is a shame because the hotel was wonderful but other than that it was brilliant 
5/29/2017,Park Plaza County Hall London, I only added a little request in my booking about it being my mums birthday We were overwhelmed with the view the balloons the wine and the card It was one of the best trips to London ever Thank you you made my mother s birthday 
5/28/2017,Park Plaza County Hall London, hair dryer doesnt work i can ise just once if you are booked on booking com They will give worst room in hotel my room hasnt got any view bathroom isnt so bad
5/28/2017,Park Plaza County Hall London, pillows smells like french fries but bed was so comfortable 
5/28/2017,Park Plaza County Hall London, No body answeing phone so i have to come down for any request I requested city view and i was promised to get it if available but when i reach i discovered that all twin room has inside view which i hoped if they told me before 
5/28/2017,Park Plaza County Hall London, Excellent location clean rooms cooperative staff 
5/28/2017,Park Plaza County Hall London, We pulled out the sofa bed and used the extra blanket which had a large yellow stain on it and the extra pillows had some stains on the pillow casing 
5/28/2017,Park Plaza County Hall London, Excellent location Housekeeping was very quick to respond and deliver our requests The night concierge was especially terrific 
5/26/2017,Park Plaza County Hall London, Considering the price you ve got to have a room overlooking outside 
5/26/2017,Park Plaza County Hall London, Great staff esp Mariana receptionist good breakfast and location We were allocated in a very small dark twin room for the first night and asked for a room change next day The new room was comfortable with natural light 
5/25/2017,Park Plaza County Hall London, The fact that the shower flooded the bathroom due to the floor being all one level nice idea in principle but in practice it doesn t work well We had to use some of the towels to dry the floor Also a member of the cleaning staff knocked on our door at about 0830 to see if they could get in to clean the room Checkout wasn t until midday and if we had checked out early then this could have been relayed from reception as to what rooms were ready to clean Disturbed a very rare lie in for my wife and I View from the room was to the inner atrium so all you could see were more rooms This was a shame as being on the 13th floor it would have been nice to have an external window
5/25/2017,Park Plaza County Hall London, Location was ideal for what we were doing in London thames cruise London dungeons and sea life centre
5/24/2017,Park Plaza County Hall London, Couldn t alight in front of the hotel as there was road construction blocking the front entrance
5/24/2017,Park Plaza County Hall London, Can extend late check out up till 6pm by paying 10 pounds per hour
5/23/2017,Park Plaza County Hall London, We were 3 families and had 3 rooms One of the bathrooms had a clogged shower drain which resulted in the bathroom getting flooded and unable to be used The staff was unapologetic rude and refused to change the room They kept saying they would send someone to fix it but refused to understand that the family living there could not use the shower before starting their day They just shrugged their shoulders and had no solution to the immediate problem at hand which was that the guests who had paid to stay in that room had nowhere to shower They used the showers in the other two rooms we had but we lost out on our morning because of the delay The hotel is located in a popular area and is probably always busy so they really don t care The hotel needs to take their maintenance more seriously to avoid such situations They must consider training their staff to deal with such situations if and when required The only good thing was that they had fixed the shower by the time we returned at night 
5/22/2017,Park Plaza County Hall London, Construction near hotel makes it difficult for Taxi to arrive and depart and even walking road is difficult Not a fault of the hotel though I had requested for early check in but room was not ready which forced me to upgrade the room Hotel did not force situation forced me But the upgrade view was good with London eye Big Ben Westminster Abbey all visible from the room window 
5/22/2017,Park Plaza County Hall London, Excellent location with many major attractions like London Eye Big Ben Parliment houses all at walkable distances 
5/22/2017,Park Plaza County Hall London, We wanted to buy a bottle of wine from the bar but they didn t have any that was cold as apparantly fridges were broken 
5/22/2017,Park Plaza County Hall London, The room we had was for 3 people and it was like a mini apartment with a double bedroom small kitchen area and then the sofa bed set up in the lounge Great value between the 3 of us 
5/22/2017,Park Plaza County Hall London, The location of the twin rooms overlooking the inner courtyard very dark and gloomy this made us change to the next category room which was way better
5/22/2017,Park Plaza County Hall London, Lots of road works going on having to pay for the Internet also breakfast not included in the price expensive but in a good location 
5/22/2017,Park Plaza County Hall London, In the center of London 
5/22/2017,Park Plaza County Hall London, Staff were so helpful to make the night before and morning of my wedding lovely and stress free From providing a special room with a view to assisting with deliveries of flowers etc everything was great The suite with London eye view was wonderful Thanks to all staff particularly concierge 
5/20/2017,Park Plaza County Hall London, The bed was uncomfortable The TV was tucked in the corner of the room Front desk staff was unpleasant 
5/20/2017,Park Plaza County Hall London, The front desk staff was unfriendly We got a room facing all the construction Asked for a room not facing the street construction Not sure if the lady at the front desk was having a bad day but she gave a tiny room where the TV was tucked in a corner So only one side of th room could see the TV The bed was horribly uncomfortable 
5/19/2017,Park Plaza County Hall London, A significant drawback was the sliding glass door of the bathroom which meant that anyone using it during the night woke everyone else up with the noise of the sliding door and the bathroom light lit up the rest of the studio very brightly A proper door would give much better privacy to everyone inside and outside the bathroom 
5/19/2017,Park Plaza County Hall London, Location and views great Studio itself was lovely with good amenities Soundproofing of the windows was also good 
5/18/2017,Park Plaza County Hall London, Room was small for a superior room and poorly lit especially as it was an inside room and overlooked the inside wall of the hotel No view therefore needed better lighting within Restaurant tables were not well laid and had to go searching for cutlery at breakfast 
5/18/2017,Park Plaza County Hall London, Location was good and within easy walking distance of transport Restaurant was ok and staff were friendly and helpful 
5/17/2017,Park Plaza County Hall London, It might have been useful to know there are roadworks ongoing outside the front entrance This didn t affect me as I was at the back but some customers might have been bothered by the noise 
5/17/2017,Park Plaza County Hall London, The hotel was lovely staff were friendly and helpful I had an amazing room with a sitting area and kitchenette plus large bathroom with bath and shower Plus I was happy to have been allocated a quiet room Brilliant location about 3 minute walk from Waterloo station 
5/17/2017,Park Plaza County Hall London, I found that the receptionists although speaking reasonable English were sometimes hard to understand and sometimes it was hard to make them really understand what it was you meant They were however always polite and helpful 
5/17/2017,Park Plaza County Hall London, being upgraded to a suite It made the hotel visit so much more enjoyable The staff in the dining room were most helpful friendly and welcoming 
5/16/2017,Park Plaza County Hall London, house keeping kept the door to the room open after cleaning mattress felt little lumpy elevators take forever to come to the 14th floor esp in the morning maybe good idea to allocate an elevator for the top 3 floors only to avoid the over crowd reception staff are not so friendly even little rude and ignorant 
5/16/2017,Park Plaza County Hall London, gym was well equipped penthouse was spacious and well designed 
5/16/2017,Park Plaza County Hall London, We were there from Friday afternoon until Sunday and our room was not cleaned on the Saturday they did apologise and gave us fresh towels
5/16/2017,Park Plaza County Hall London, Everything was perfect especially the Italian restaurant where the food was outstanding Everyone were extremely nice and helpful and I mean everyone 
5/15/2017,Park Plaza County Hall London, Hotel italian restaurand had automatic 12 5 tip added Small print bottom of receipt and i also left 5 for 56 meal so they got 12 for delivering 2 main courses Failed to mention when i gave extra money Disappointing
5/15/2017,Park Plaza County Hall London, 10 min max walk from waterloo Got bus back to victoria station for airport transfer outside door Had a sick family member and got checking in early and option to upgrade which we gladly accepted for 20 per night
5/15/2017,Park Plaza County Hall London, Extractor fan in bathroom was on constantly irratating noise when trying to sleep Room was too hot air con was not working as it should 
5/15/2017,Park Plaza County Hall London, Convenient location
5/15/2017,Park Plaza County Hall London, Dealt with above 
5/15/2017,Park Plaza County Hall London, Excellent location for The London Eye Royal Festival Hall and South Bank Staff were very helpful as we had a slight incident with our first room and rectified the situation effectively upgraded us Our Junior Suite had a lovely view over County Hall and the London Eye and was very clean 
5/15/2017,Park Plaza County Hall London, The only complaint unfortunately was the restaurant area which is nowhere near enough to cater for the number of guests breakfast in particular where the queues at peak times are huge and led to us missing breakfast our second day which we d paid for The warnings are very clear to be fair to avoid peak times but this isn t really the point everyone should be catered for correctly and be able to choose when they want to eat 
5/15/2017,Park Plaza County Hall London, The whole surroundings of the hotel and in particular the rooms were superbly furnished and catered for The view over the city was outstanding And the location you literally couldn t hand pick a better spot to explore everything in London 
5/15/2017,Park Plaza County Hall London, The room which we had was meant to be a family room the bed was fine but the children had a sofa bed which was the noisey as hell any time the kids moved in there sleep If squeaked so much 
5/15/2017,Park Plaza County Hall London, the bed was not that comfortable and the temperature of the room was very hot even when the gauge was set to low
5/15/2017,Park Plaza County Hall London, location of hotel was perfect the staff where very helfull and tended to our ever need 
5/13/2017,Park Plaza County Hall London, Food in the bar could have been improved I would have liked more choices for breakfast 
5/13/2017,Park Plaza County Hall London, Agtha in the breakfast room was extremely nice friendly always had a smile on her face so helpful she impressed us the most 
5/11/2017,Park Plaza County Hall London, The bathroom was a wet room but unfortunately when using the shower water spread across the whole of the floor so you could not use the other facilities until it had drained away which took at least half an hour 
5/11/2017,Park Plaza County Hall London, The excellent dinner in the restaurant 
5/11/2017,Park Plaza County Hall London, The drinks were slightly pricey but you have to expect that in London anyway 
5/11/2017,Park Plaza County Hall London, We upgraded our room as we arrived early and it was only a small extra charge the room was amazing with a great view Staff were really helpful and the location is amazing It s only a 5 minute stroll to the London Eye so you re right in the middle on everything couldn t have asked for more 
5/9/2017,Park Plaza County Hall London, Staff at check out were a little inexperienced but always polite and trying their best
5/9/2017,Park Plaza County Hall London, Very children focussed welcome pack on arrival vouchers for icecream and drinks at bar 
5/8/2017,Park Plaza County Hall London, The promised sauna steam room were not working I phoned the reception they said they were but when I went down they weren t and I wasted half an hour out of a tight schedule needlessly They also didn t respond to my complaint about it Very disappointing 
5/8/2017,Park Plaza County Hall London, They upgraded my room unrequested and free of charge which i appreciated 
5/8/2017,Park Plaza County Hall London, We had a drink in the outside veranda at around 23 00 At 10 00 the following day our empty glasses were still where we had left them and the ashtrays were still overflowing Gives a very poor first impression as this is next to the entrance 
5/8/2017,Park Plaza County Hall London, Upgraded a standard room to a mini suite for just 20 00 
5/8/2017,Park Plaza County Hall London, The biggest thing is the lifts always when to top floor first and make its way down when it got to our level the lift was full most of the time making us wait longer for a lift 
5/8/2017,Park Plaza County Hall London, Good location with good size rooms 
5/7/2017,Park Plaza County Hall London, More space between the door and the bed but that was a very minor issue Road works made walking a bit roundabout but nothing to do with the hotel 
5/7/2017,Park Plaza County Hall London, The bed was very comfortable and our room very spacious We arrived on an early flight and we re lucky enough to check in early The hotel is in a great location for sightseeing easy access to Waterloo or Westminster stations and close enough to walk to lots of things if you have the time We have stayed here before and would definitely stay again 
5/7/2017,Park Plaza County Hall London, See above
5/7/2017,Park Plaza County Hall London, My room was excellent in all respects especially the bed tv bath etc I checked in at 7p and I had not realised that my internet booking did not include breakfast and I had to leave the hotel by 6 45am in the morning a Saturday Breakfast room was opening later than usual as it was a Saturday so no breakfast for this 75 year old At the price I paid for the one night 198 a hot something should have been quickly prepared for me or open the kitchen for a quick sustaining breakfast eg Eggs or porridge etc or given me a packed breakfast 
5/7/2017,Park Plaza County Hall London, The bed and pillows are very soft which i did not like Also they need a good maintenance for the room facility and i wish if they can change the white lights with yellow lights to get the modern look of the room just an opinion 
5/7/2017,Park Plaza County Hall London, The room was nice and clean and fully equipped with the essential equipment needed while traveling e g ironing microwave hair dryer etc The hotel is close to London Eye Big Bin 5 10 minutes walking and around 15 25 minutes away from Hyde park and Oxford Street where all the well known shopping shops are Breakfast was fine and the food is delicious 
5/6/2017,Park Plaza County Hall London, I felt the bathroom could be a little cleaner Because the chrome in the bathroom was not polished up by that I mean just a wipe over with a micro fibre cloth it made me look closer and the bathroom shower cubicle especially taps ect could of been cleaner it was a shame that something so simple let it down for me 
5/6/2017,Park Plaza County Hall London, Food was excellent Staff were extremely professional and polite 
5/6/2017,Park Plaza County Hall London, smell of drains sewer in bathroom brekfast too crowded tables too close and knocked by people children pushing past hotel not received booking regarding children
5/6/2017,Park Plaza County Hall London, location quiet room
5/4/2017,Park Plaza County Hall London, Room was a little small and the room window looked at the inside of the hotel
5/4/2017,Park Plaza County Hall London, The pillows were lovely and soft and the cleaner was very good at her job
5/3/2017,Park Plaza County Hall London, There wasn t anything we did not like this was our 3rd visit to this hotel and it has been great each time we have stayed 
5/3/2017,Park Plaza County Hall London, Fantastic nights sleep bed was so comfy 
5/3/2017,Park Plaza County Hall London, Loads of roadworks around entrance made access on foot tricky Couple of sidelights in room did not work Shower controls a bit of a mystery 
5/3/2017,Park Plaza County Hall London, Convenience to South Bank attractions and Old Vic theatre
4/26/2017,Park Plaza County Hall London, Stayed 4 days with my family for the London Marathon Not a good experience The hotel is always crowded and not relaxing Rooms as soon as you enter in a small dark and narrow room near the door you find the bed In the middle there s a small bathroom and kitchenette and near the window another small room with a sofa additional bed Satellite TV always bad signal so you find all the channels available but it is almost impossible to watch a programme without freezing and video problems interruptions The first sign that you see whan you arrive tells that guests have to expect long queues for breakfast and it is true Queues for everything breakfast in the weekends check in elevators The queue for breakfast was the worst one considering that I was with my parents who had to wait 15 mins standing before sitting Inaccurate room cleaning One day room was made at 16 00 the next day they didn t refurbish toilet paper and soap The next one they didn t remove used glasses and dishes The first day they started to knock at the door for service at 8 in the morning with people still in the room Breakfast room cold and inadeguate for the dimensions of this huge hotel Staff not very professional and trained with some exceptions Location near Waterloo station in front of the hotel there is a bus parking so when you are outside waiting for a taxi it is always complicate Beside road works in the street so noise and long alternative routes to cross the street To find some bars Overall this hotel was a terrible choice 
4/25/2017,Park Plaza County Hall London, We booked the restaurant in evening and when we went to pay we asked if we could split the bill as we were with friends and we had our son so ours was more and we were told it would take to much time and he was to busy to do it and we would have to do it ourselves so we then had to go off to one side and get our phones out to work it out for him We paid a lot to stay there and brought another 2 couples with us and I just felt his attitude was not in keeping with a restaurant and hotel like that and I would think twice about dining there again Other than that the other staff were lovely and helpful especially the concierge who was so friendly and helpful 
4/25/2017,Park Plaza County Hall London, Fab location lovely rooms most of the staff were very helpful would definitely stay again 
4/25/2017,Park Plaza County Hall London, I did not like breakfast at all Except the omletes cooked by chief Restoran for the breakfast very small so creates long waiting list in front of restaurant 
4/25/2017,Park Plaza County Hall London, Location was perfect Room service was really good Rooms were clean and tidy all the time 
4/25/2017,Park Plaza County Hall London, Not happy with the service in the Italian resteraunt very slow Automatic service charge added even though it took over 2 hours for 2 course meal of which the one of the courses was a cold starter People that were seated after us were served preferentially
4/23/2017,Park Plaza County Hall London, The room is a bit dated The fridge is a bit too small since a large part of it was locked 
4/23/2017,Park Plaza County Hall London, Great location with close proximity to a number of Tube stations
4/22/2017,Park Plaza County Hall London, The double room was very small with two twin beds and very little room Given the price this was not worth it The breakfast was nice but cost additional 20 pounds per person Also requested a 1 hour late check out and was charged an additional 10 pounds per room Seemed unnecessary 
4/22/2017,Park Plaza County Hall London, Staff was very accommodating in particular a concierge named Gerry He was pleasant kind and generous even loaned his phone adapter to my son We had two rooms upgraded one to a suite which gave us more room and was a big upgrade to a Superior room Location was great for the London Eye and numerous restaurants in the area 
4/22/2017,Park Plaza County Hall London, At peak times the queue line for breakfast could be long but either the family room would be open additional seating upstairs or the line would move fairly quickly 
4/22/2017,Park Plaza County Hall London, The hotel is in a great location with close proximity to Waterloo station It was very easy to get to the hotel from Heathrow Airport via the Heathrow Express and Bakerloo line from Paddington station The staff was very friendly and helpful For a hotel room in Europe the double suite was a good size for a family of four We also had a great view of the London Eye from the 5th floor The children loved their coloring packets and were excited to use their Park Plaza Euros at the bar I would highly recommend this hotel 
4/22/2017,Park Plaza County Hall London, I wouldn t recommend this location for travelers with cars as parking is difficult and the London Congestion Charge is prohibitive The breakfast lines were a little long but the staff managed very well and kept everyone happy and the breakfast was good 
4/22/2017,Park Plaza County Hall London, Extremely friendly and helpful staff Good location for tourists who can walk to many attractions A happy and vibey place to stay 
4/22/2017,Park Plaza County Hall London, Room cleaning could be improved 
4/22/2017,Park Plaza County Hall London, Cables of open lifts causes steady noise clack clack that disturbs at night in some room After a roomchange it was okay 
4/21/2017,Park Plaza County Hall London, Upon arrival our superior twin room was very disappointing No external view as requested even though I know not guaranteed Our room which overlooked internal diners was very dark and hot during the night so no other choice except to sleep with the air con on which is not ideal Had it stated upon booking that there was limited rooms with an external view I would not have booked this hotel as for the price you can stay elsewhere that has an external view A nice few days spent in London however would not stay at this hotel again 
4/21/2017,Park Plaza County Hall London, Good location to Waterloo station 
4/21/2017,Park Plaza County Hall London, Very tricky getting a reasonable gluten free breakfast despite putting it in the details and phoning ahead Took 3 attempts to get something and several incorrect rounds of information being given despite a 3 year old being coeliac and waiting patiently for his gluten free food Balcony was lovely but it appeared to be the only one missing outside seating which is a missed opportunity given the view Room was a little tired and worn decor wise but a fab size 
4/21/2017,Park Plaza County Hall London, Overall I d highly recommend this hotel especially for those coming into Waterloo with a young family Fab upgrade to a penthouse fantastic views and very kind and helpful front desk staff Children made very welcome 
4/21/2017,Park Plaza County Hall London, Upgraded to a studio for 20 per night Great view over the city Excellent location for Westminster the West End and Waterloo station 30 minutes for a great walk along the Embankment into the City of London 
4/20/2017,Park Plaza County Hall London, Could hear people walking about the floor
4/20/2017,Park Plaza County Hall London, Comfty rooms and big as we was on penthouse floor we had stunning view of London eye and big ben would come bk
4/20/2017,Park Plaza County Hall London, Room I booked was small and dark with no outside window In my opinion it was misrepresented on booking com We would not have been happy there for 5 days 
4/20/2017,Park Plaza County Hall London, Upgraded room fabulous view excellent service great location
4/20/2017,Park Plaza County Hall London, Have stayed previously and room was excellent This time it was far too hot even after the maintenance had attended Had to keep curtains closed as air con couldn t keep the room at normal temp 
4/20/2017,Park Plaza County Hall London, Friendly staff nice restaurant 
4/20/2017,Park Plaza County Hall London, Breakfast although nice and plenty of choice was far too expensive cheaper and better choice at local restaurants and bars
4/20/2017,Park Plaza County Hall London, View from the site was excellent location to attractions was first class
4/20/2017,Park Plaza County Hall London, It took some time for the cleaning service to do the daily cleaning
4/20/2017,Park Plaza County Hall London, Good location near the key attractions for the family London Eye Shrek Adventure etc The Italian Restaurant was very good excellent Margarita Pizza and Cheese Cake 
4/19/2017,Park Plaza County Hall London, Air conditioning noisy no ventilation room to hot Room service meal only warm Breakfast disappointing queuing for table then table reset as collecting self service meal Selfservice meal warm mushrooms and tomatoes cold 
4/19/2017,Park Plaza County Hall London, room was ok and ready early
4/18/2017,Park Plaza County Hall London, Had to alert maintenance twice on issues which housekeepers should have picked up on and rectified before my arrival Faulty lamp in bedroom and faulty shower head This was POOR Both issues were resolved swiftly and efficiently upon request however Had to alert reception that I was being charged for breakfast on both nights of my stay as my rate quoted was inclusive of breakfast This was POOR 
4/18/2017,Park Plaza County Hall London, The service reception concierge room service maintenance housekeeping overall was good efficient and friendly Used room service three times The service and food was of a consistently good standard 
4/18/2017,Park Plaza County Hall London, I purchased the breakfast package but there was limited seating and a long line for breakfast We ate there twice and it was fine but I was disappointed not to be able to take advantage of something I had paid for 
4/18/2017,Park Plaza County Hall London, Loved the proximity to transportation and activities 
4/18/2017,Park Plaza County Hall London, Strange definition of city view we could only see the rails of waterloo station Poor breakfast service queuing for 45 minutes before gettting a table in a conference room Being obliged to watch children movie on a big screen while having breakfast Poor quality of food especially bread We had to call the reception every day to have a complete towel set 
4/17/2017,Park Plaza County Hall London, Please clean the windows Since there where so many kids staying at the hotel there should be an entertainment room for them The breakfast room is too small and is a pity that there isn t i a coffee machine 
4/17/2017,Park Plaza County Hall London, The location The feeling of welcome the staff gave us They were very helpful The family room was very roomy and comfortably Its was very good for us to have a laundry room 
4/17/2017,Park Plaza County Hall London, Standing in line each morning for breakfast was poor not enough tables to support hotel Seemed to stand forever waiting on lifts to and from room level Prices in bar where over the top and had the cheek to charge me 12 5 service charge serving me a beer over the bar 
4/17/2017,Park Plaza County Hall London, Location and price for family room was main attraction 
4/15/2017,Park Plaza County Hall London, Warmer welcome would ve been better Appreciate 3 tired dirty but polite workmen walk in to reception may offend But think my money is as good as anyone elses Breakfast was poor especially grey bacon left in bains marie or combi too long Plaza opposite Westminster Bridge much better
4/15/2017,Park Plaza County Hall London, Nice clean hotel Comfortable bed 
4/14/2017,Park Plaza County Hall London, The breakfast buffet area was too small We were disappointed about no pool 
4/14/2017,Park Plaza County Hall London, The beds were very comfortable The rooms were lovely The staff were pleasant 
4/14/2017,Park Plaza County Hall London, The elevators are so slow and everyone is upset about it Every morning there is a long waiting line for breakfast very frustrating to wait about 20 min for a table 
4/14/2017,Park Plaza County Hall London, The room was nice 
4/14/2017,Park Plaza County Hall London, Overall the stay at Park Plaza County Hall met my expectations The only inconvenience was the lifts It felt like you were waiting quite a while for lifts to call at your floor 
4/14/2017,Park Plaza County Hall London, The room was small but clean and comfortable The staff were friendly and helpful The breakfast was very good with traditional english breakfast food The hotel was conveniently located near Waterloo train station Westminster via a short walk over Westminster Bridge as well as the London Eye and numerous restaurants coffee shops and pubs The gym facilities were very nice with the added bonus of a sauna and steam room The concierge and bell man services were very helpful and professional 
4/14/2017,Park Plaza County Hall London, Parents room quite small no view they were looking into middle of hotel bathrooms could be improved very big step to get over into bath and no lock on bathroom doors 
4/14/2017,Park Plaza County Hall London, Really nice helpful staff perfect location Family room good for up to family of 4 
4/14/2017,Park Plaza County Hall London, Room was probably a bit smaller than expected and the staff were generally very good breakfast area was a bit crowded and the breakfast tables and seats were very close together breakfast service was a bit hap hazard particularly when queueing for eggs
4/14/2017,Park Plaza County Hall London, Location of hotel is fantastic particularly small kids who don t want to spend too much time walking we had a great weekend break
4/13/2017,Park Plaza County Hall London, one of the hotel stuff ruined our bag by mistake they didnt offer any compensation
4/13/2017,Park Plaza County Hall London, very good resturant close to london eye and big ben very comfort with smart tv
4/13/2017,Park Plaza County Hall London, Receptionist from Italy sorry i forgot her name she s very nice to us saying welcome to London and to the property she also upgraded our room with a fantastic view of the Big Ben and Londoneye during our 4 nights stay 
4/12/2017,Park Plaza County Hall London, Restaurant is very unexciting and feels a bit like a cafeteria Bar area unexciting too Felt this was a shame as did not encourage use of either 
4/12/2017,Park Plaza County Hall London, Room gave you privacy whilst accommodating a family and the location with the easy access to Waterloo and the river The view from the room was great 
4/12/2017,Park Plaza County Hall London, City view through Waterloo railway not nice at all limited number of adapters available at reception early breakfast recommended or longer waiting time 
4/12/2017,Park Plaza County Hall London, Comfy room and bed very helpful staff good breakfast near to Waterloo tube bus trains near to Westminster Bridge and London Eye
4/12/2017,Park Plaza County Hall London, Stay was wonderful Staffs were friendly Enjoyed the yummy breakfast especially the scrambled eggs Loved the room and we got upgraded to a bigger room Would definitely come back 
4/12/2017,Park Plaza County Hall London, Breakfast was average with some of the food a bit bland Lifts were terrible and expected better but overall a good stay
4/12/2017,Park Plaza County Hall London, Location and views from the rooms we had were good
4/11/2017,Park Plaza County Hall London, The breakfast option seemed good but we didn t book it as it was too expensive per person Perhaps more pricing options would have encouraged us to take breakfast in the hotel 
4/11/2017,Park Plaza County Hall London, When we checked in we were given a complimentary upgrade to our room and it was amazing The staff were friendly welcoming and helpful nothing was too much trouble for them 
4/11/2017,Park Plaza County Hall London, the breakfast is so basic for its price The food assortment is very limited for the price of 20 pounds I can go and have much better breakfast in the cafe I also recommend to come earlier for the breakfast because the restaurant is not big and possibly you will have to wait for the table
4/11/2017,Park Plaza County Hall London, good location and big room number you also have the little kitchen in the room
4/11/2017,Park Plaza County Hall London, there was no welcome water bottled at the room and there was no black tea in the mini bar the TV is located in one side and it hard to watch TV from the other bed side 
4/11/2017,Park Plaza County Hall London, Location of the hotel is very good and the kids gift is a nice idea specially the park plaza money 
4/11/2017,Park Plaza County Hall London, Room 1024 and the filthy windows which were so dirty you couldn t see out of them Staff were happy to show us alternatives but perhaps it would be better to employ a window cleaner 
